Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot385,"Ефрем Анненков",hard,28,Completed,"Documents","Item Military documents #1","1","00:11:44","00:19:29",
Bot385,"Ефрем Анненков",hard,28,Failed,"Documents","Item Military documents #3","1","00:19:34","00:20:58",
Bot386,"Остап Максимов",hard,57,Failed,"White Bishop","White Bishop: Objective #1","1","00:11:59","00:12:46",
Bot389,"Lyle Zerangue",hard,17,Failed,"The Bunker - Part 2","Zone prapor_025_area_4","1","00:14:19","00:21:54",
Bot389,"Lyle Zerangue",hard,17,Failed,"The Bunker - Part 2","Zone prapor_025_area_5","1","00:21:59","00:28:12",
Bot390,"Luther Martini",hard,34,Failed,"The Bunker - Part 2","Zone prapor_025_area_4","1","00:14:39","00:18:52",
Bot394,"Edward Pehrson",hard,12,Completed,"Command Center","Command Center: Objective #9","1","00:15:29","00:16:27",
Bot394,"Edward Pehrson",hard,12,Failed,"Command Center","Command Center: Objective #6","1","00:16:33","00:18:24",
Bot400,"Forest Eklund",hard,43,Failed,"Pest Control","Zone eger_barracks_area_2","1","00:19:33","00:20:55",
Bot401,"Jed Cantor",hard,28,Completed,"Documents","Item Military documents #1","1","00:19:44","00:23:59",
Bot401,"Jed Cantor",hard,28,Failed,"Documents","Item Military documents #3","1","00:24:04","00:24:42",
Bot402,"Ипполит Рудин",hard,38,Failed,"Documents","Item Military documents #3","1","00:20:19","00:21:32",
Bot403,"Аркадий Ерхов",hard,63,Failed,"Snatch","Zone tadeush_bmp2_area_mark_12","1","00:21:21","00:21:50",
Bot403,"Аркадий Ерхов",hard,63,Completed,"Sewer Manhole Building","Sewer Manhole Building: Objective #2","1","00:21:51","00:22:24",
Bot403,"Аркадий Ерхов",hard,63,Completed,"Sewer Manhole Building","Sewer Manhole Building: Objective #1","1","00:22:29","00:22:45",
Bot403,"Аркадий Ерхов",hard,63,Failed,"White Pawn","White Pawn: Objective #1","1","00:22:51","00:25:08",
Bot404,"Лев Дегтярёв",hard,44,Failed,"Dome Lower Sniping","Dome Lower Sniping: Objective #6","1","00:22:28","00:22:32",
Bot404,"Лев Дегтярёв",hard,44,Pending,"Dome Lower Sniping","Dome Lower Sniping: Objective #3","1","00:22:33","N/A",
Bot404,"Лев Дегтярёв",hard,44,Active,"Dome Lower Sniping","Dome Lower Sniping: Objective #2","2","00:22:43","N/A",
Bot405,"Демьян Гришин",hard,46,Completed,"D2 Area","D2 Area: Objective #5","1","00:22:37","00:22:42",
Bot409,"Евгений Уваров",hard,25,Failed,"Dome Lower Sniping","Dome Lower Sniping: Objective #1","1","00:26:19","00:26:30",
Bot408,"Haywood Baumer",hard,67,Pending,"Black Bishop Roof","Black Bishop Roof: Objective #1","1","00:26:19","N/A",
Bot408,"Haywood Baumer",hard,67,Active,"Black Bishop Roof","Black Bishop Roof: Objective #2","1","00:26:34","N/A",
Bot410,"gamber Василевский",hard,17,Active,"White Bishop","White Bishop: Objective #7","1","00:26:26","N/A",
Bot411,"Harrison Simonds",hard,38,Failed,"Black Bishop Roof","Black Bishop Roof: Objective #1","1","00:26:28","00:29:47",
Bot411,"Harrison Simonds",hard,38,Failed,"Black Bishop Roof","Black Bishop Roof: Objective #2","1","00:29:49","00:29:52",
Bot411,"Harrison Simonds",hard,38,Pending,"White Bishop","White Bishop: Objective #4","1","00:29:54","N/A",
Bot411,"Harrison Simonds",hard,38,Completed,"White Bishop","White Bishop: Objective #1","1","00:31:47","00:31:51",
Bot411,"Harrison Simonds",hard,38,Active,"White Bishop","White Bishop: Objective #9","1","00:31:56","N/A",
Bot412,"Харитон Медведев",hard,40,Failed,"D2 from Dome","D2 from Dome: Objective #2","1","00:26:36","00:27:59",
Bot412,"Харитон Медведев",hard,40,Completed,"D2 from Dome","D2 from Dome: Objective #1","1","00:28:04","00:30:47",
Bot412,"Харитон Медведев",hard,40,Completed,"D2 from Dome","D2 from Dome: Objective #3","1","00:30:53","00:31:38",
Bot412,"Харитон Медведев",hard,40,Active,"Dome Lower Sniping","Dome Lower Sniping: Objective #6","2","00:31:43","N/A",
Bot413,"Гордей Чепурин",hard,40,Failed,"White King","White King: Objective #3","1","00:26:43","00:28:49",
