Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot70,"Arthur Tilford",normal,20,Failed,"Golden Swag","Zone extraction_zone_zibbo","1","13:50:40","14:02:25",
Bot68,"Наум Стрекалов",normal,13,Failed,"Golden Swag","Zone extraction_zone_zibbo","1","13:50:40","13:55:21",
Bot66,"Нестор Лачков",normal,9,Active,"Delivery From the Past","Item Secure Folder 0022","1","13:50:40","N/A",
Bot69,"Ariel Wilcoxen",normal,5,Failed,"BP Depot","Zone fuel4","1","13:50:40","13:53:05",
Bot69,"Ariel Wilcoxen",normal,5,Failed,"BP Depot","Zone fuel2","1","13:53:10","13:58:42",
Bot69,"Ariel Wilcoxen",normal,5,Completed,"Container near Dorms","Container near Dorms: Objective #1","1","13:58:47","13:59:35",
Bot69,"Ariel Wilcoxen",normal,5,Failed,"BP Depot","Zone fuel1","1","13:59:40","13:59:45",
Bot69,"Ariel Wilcoxen",normal,5,Failed,"BP Depot","Zone fuel3","1","13:59:50","14:02:32",
Bot67,"Астап Веточкин",normal,10,Failed,"Big Red Rush","Big Red Rush: Objective #1","1","13:50:40","13:55:37",
Bot72,"Arron Edens",normal,1,Failed,"Big Red Rush","Big Red Rush: Objective #1","1","13:50:40","13:52:00",
Bot73,"Пахом Пшеничников",normal,3,Completed,"Crackhouse Rush","Crackhouse Rush: Objective #1","1","13:50:40","13:52:16",
Bot73,"Пахом Пшеничников",normal,3,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #4","1","13:52:21","14:02:16",
Bot73,"Пахом Пшеничников",normal,3,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #6","1","14:02:21","14:03:26",
Bot73,"Пахом Пшеничников",normal,3,Failed,"Dorms 3 Story","Dorms 3 Story: Objective #9","1","14:03:32","14:03:45",
Bot73,"Пахом Пшеничников",normal,3,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #2","1","14:03:50","14:05:28",
Bot73,"Пахом Пшеничников",normal,3,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #5","1","14:05:33","14:05:49",
Bot73,"Пахом Пшеничников",normal,3,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #3","2","14:05:54","14:07:29",
Bot73,"Пахом Пшеничников",normal,3,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #7","1","14:07:34","14:12:42",
Bot73,"Пахом Пшеничников",normal,3,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #8","1","14:12:47","14:13:15",
Bot73,"Пахом Пшеничников",normal,3,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #4","1","14:13:20","14:13:20",
Bot73,"Пахом Пшеничников",normal,3,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #5","1","14:13:25","14:13:41",
Bot73,"Пахом Пшеничников",normal,3,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #2","1","14:13:46","14:14:05",
Bot73,"Пахом Пшеничников",normal,3,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #6","1","14:14:10","14:14:20",
Bot73,"Пахом Пшеничников",normal,3,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #1","1","14:14:25","14:14:33",
Bot73,"Пахом Пшеничников",normal,3,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #3","1","14:14:38","14:14:46",
Bot73,"Пахом Пшеничников",normal,3,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #9","1","14:14:51","14:15:17",
Bot73,"Пахом Пшеничников",normal,3,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #10","1","14:15:23","14:16:39",
Bot73,"Пахом Пшеничников",normal,3,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #7","2","14:16:44","14:18:57",
Bot73,"Пахом Пшеничников",normal,3,Failed,"Dorms 3 Story","Dorms 3 Story: Objective #13","1","14:19:02","14:19:10",
Bot73,"Пахом Пшеничников",normal,3,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #10","2","14:19:15","14:20:31",
Bot73,"Пахом Пшеничников",normal,3,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #1","1","14:20:36","14:20:46",
Bot73,"Пахом Пшеничников",normal,3,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #12","1","14:20:51","14:21:38",
Bot73,"Пахом Пшеничников",normal,3,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #8","1","14:21:43","14:22:12",
Bot73,"Пахом Пшеничников",normal,3,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #11","1","14:22:17","14:23:51",
Bot73,"Пахом Пшеничников",normal,3,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #2","1","14:23:56","14:24:33",
Bot73,"Пахом Пшеничников",normal,3,Completed,"Antenna","Antenna: Objective #1","1","14:24:38","14:26:05",
Bot73,"Пахом Пшеничников",normal,3,Active,"New Gas","New Gas: Objective #3","1","14:26:10","N/A",
Bot71,"Jacob Pulley",normal,4,Completed,"Storage","Storage: Objective #5","1","13:50:40","13:50:43",
Bot71,"Jacob Pulley",normal,4,Completed,"Storage","Storage: Objective #4","1","13:50:49","13:50:53",
Bot71,"Jacob Pulley",normal,4,Failed,"Fortress","Fortress: Objective #5","1","14:02:33","14:02:38",
Bot74,"Григорий Ревягин",normal,13,Pending,"Tigr Safari","Zone place_peacemaker_002_N3","1","13:50:40","N/A",
