Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot44,"Пантелей Уланов",hard,37,Failed,"Blue Room Entry","Blue Room Entry: Objective #1","1","21:19:04","21:26:30",
Bot50,"Ramon Roebuck",hard,59,Failed,"Offices Outside","Offices Outside: Objective #2","1","21:21:11","21:22:27",
Bot54,"Lynwood Faison",hard,61,Failed,"Security Office","Security Office: Objective #1","1","21:22:11","21:23:14",
Bot55,"Kelvin Grove",hard,59,Failed,"Negotiation Room","Negotiation Room: Objective #2","1","21:23:20","21:25:40",
Bot56,"Claudio Belt",hard,69,Failed,"Offices 2","Offices 2: Objective #1","1","21:23:21","21:25:44",
Bot57,"Кирилл Челомей",hard,69,Failed,"Board Room","Board Room: Objective #1","1","21:23:44","21:26:17",
Bot58,"Пантелей Жданов",hard,46,Failed,"Weapons Testing Area Room","Weapons Testing Area Room: Objective #1","1","21:23:46","21:24:53",
Bot59,"Bryan Kee",hard,63,Completed,"Conference Room","Conference Room: Objective #4","1","21:24:58","21:25:21",
Bot59,"Bryan Kee",hard,63,Completed,"Conference Room","Conference Room: Objective #2","1","21:25:26","21:25:36",
Bot59,"Bryan Kee",hard,63,Completed,"Conference Room","Conference Room: Objective #3","1","21:25:41","21:26:19",
Bot59,"Bryan Kee",hard,63,Failed,"Conference Room","Conference Room: Objective #1","1","21:26:24","21:30:43",
Bot60,"Дмитрий Новокшонов",hard,40,Failed,"Blue Room","Blue Room: Objective #1","1","21:25:15","21:27:34",
Bot61,"Сильвестр Задорнов",hard,35,Failed,"Medical Block Elevator Stairwell","Medical Block Elevator Stairwell: Objective #1","1","21:26:03","21:28:02",
Bot62,"Макей Аниканов",hard,40,Failed,"Server Room NW Stairs","Server Room NW Stairs: Objective #1","1","21:26:03","21:27:00",
Bot63,"Tracy Fett",hard,37,Failed,"Blue Room","Blue Room: Objective #1","1","21:26:34","21:28:06",
Bot64,"Bennie Cruce",hard,40,Failed,"Manager's Office","Manager's Office: Objective #1","1","21:26:35","21:26:42",
Bot72,"Porfirio Branton",hard,64,Failed,"Blue Room","Blue Room: Objective #1","1","21:27:23","21:28:20",
Bot73,"Kenneth Stull",hard,55,Failed,"Blue Room Entry","Blue Room Entry: Objective #1","1","21:27:29","21:29:24",
Bot74,"Leonel Marburger",hard,47,Failed,"Blue Room","Blue Room: Objective #1","1","21:27:30","21:29:42",
Bot75,"Ипполит Смехов",hard,41,Completed,"Security Barracks","Security Barracks: Objective #1","1","21:28:04","21:29:27",
Bot75,"Ипполит Смехов",hard,41,Failed,"Violet Room","Violet Room: Objective #1","1","21:29:32","21:29:35",
Bot75,"Ипполит Смехов",hard,41,Completed,"Security Office","Security Office: Objective #2","1","21:29:40","21:29:53",
Bot75,"Ипполит Смехов",hard,41,Failed,"Security Office","Security Office: Objective #1","1","21:29:58","21:34:11",
Bot76,"Доброслав Распопов",hard,67,Failed,"Violet Room","Violet Room: Objective #1","1","21:28:09","21:28:09",
Bot76,"Доброслав Распопов",hard,67,Failed,"Cafeteria","Cafeteria: Objective #1","1","21:28:14","21:28:57",
Bot77,"Роман Бабиков",hard,57,Failed,"Server Room SW Stairs","Server Room SW Stairs: Objective #1","1","21:28:32","21:31:55",
Bot78,"Макар Брагин",hard,58,Failed,"Server Room SW Stairs","Server Room SW Stairs: Objective #1","1","21:28:34","21:31:12",
Bot79,"Михей Силаев",hard,68,Failed,"Negotiation Room","Negotiation Room: Objective #2","1","21:29:27","21:30:24",
Bot80,"Андрей Смехов",hard,61,Failed,"Blue Room","Blue Room: Objective #1","1","21:29:32","21:31:03",
Bot80,"Андрей Смехов",hard,61,Failed,"Infirmary","Infirmary: Objective #2","1","21:31:08","21:32:36",
Bot81,"Josiah Adan",hard,69,Failed,"Server Room","Server Room: Objective #3","1","21:30:52","21:32:36",
Bot82,"Bernie Plyler",hard,56,Failed,"Weapons Testing Area Room","Weapons Testing Area Room: Objective #1","1","21:30:53","21:31:31",
Bot83,"Ray Gideon",hard,56,Failed,"Main Working Area East","Main Working Area East: Objective #3","1","21:30:53","21:33:18",
Bot84,"Abraham Burgoyne",hard,47,Failed,"Weapons Testing Area Room","Weapons Testing Area Room: Objective #1","1","21:30:53","21:33:17",
Bot85,"Joey Testa",hard,41,Failed,"Blue Room Entry","Blue Room Entry: Objective #1","1","21:31:41","21:35:25",
Bot86,"Lindsay Temple",hard,51,Failed,"Weapons Testing Area Room","Weapons Testing Area Room: Objective #1","1","21:33:14","21:35:04",
Bot86,"Lindsay Temple",hard,51,Completed,"Main Working Area West","Main Working Area West: Objective #5","1","21:35:09","21:35:24",
Bot86,"Lindsay Temple",hard,51,Completed,"Main Working Area West","Main Working Area West: Objective #1","1","21:35:29","21:35:36",
Bot86,"Lindsay Temple",hard,51,Failed,"Main Working Area West","Main Working Area West: Objective #2","1","21:35:41","21:37:15",
Bot87,"Long Blount",hard,41,Pending,"Server Room NW Stairs","Server Room NW Stairs: Objective #1","1","21:33:16","N/A",
Bot88,"Lonny Sitton",hard,54,Failed,"Manager's Office","Manager's Office: Objective #1","1","21:33:23","21:36:21",
Bot89,"Boris Wiltse",hard,65,Active,"Green Room","Green Room: Objective #1","1","21:33:27","N/A",
Bot90,"Макей Суклетин",hard,66,Completed,"Negotiation Room","Negotiation Room: Objective #2","1","21:33:29","21:33:47",
Bot90,"Макей Суклетин",hard,66,Failed,"Negotiation Room","Negotiation Room: Objective #1","1","21:33:52","21:35:48",
Bot91,"Мирон Нестеров",hard,53,Failed,"Offices Outside","Offices Outside: Objective #2","1","21:33:37","21:37:03",
Bot92,"Фома Лютов",hard,55,Failed,"Main Working Area West","Main Working Area West: Objective #3","1","21:33:40","21:34:35",
Bot93,"Тимур Клоков",hard,68,Failed,"Conference Room","Conference Room: Objective #1","1","21:33:44","21:35:25",
Bot94,"Bernard Coots",hard,40,Failed,"Green Room","Green Room: Objective #1","1","21:35:53","21:37:41",
Bot95,"Kenneth Wetzler",hard,64,Completed,"Server Room NW Stairs","Server Room NW Stairs: Objective #1","1","21:35:57","21:36:02",
Bot95,"Kenneth Wetzler",hard,64,Failed,"Board Room","Board Room: Objective #1","1","21:36:07","21:38:32",
Bot96,"Тимур Шаров",hard,42,Failed,"Manager's Office","Manager's Office: Objective #1","1","21:36:33","21:37:57",
Bot97,"Nick Flournoy",hard,67,Failed,"Violet Room","Violet Room: Objective #1","1","21:37:18","21:37:55",
Bot97,"Nick Flournoy",hard,67,Failed,"NE Stairwell","NE Stairwell: Objective #1","2","21:38:00","21:41:46",
Bot98,"Norbert Ahmed",hard,47,Failed,"Blue Room Entry","Blue Room Entry: Objective #1","1","21:37:46","21:38:54",
