Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot55,"Roderick Sperber",normal,14,Failed,"Tigr Safari","Zone place_peacemaker_002_N3","1","22:35:55","22:36:31",
Bot55,"Roderick Sperber",normal,14,Failed,"Tigr Safari","Zone place_peacemaker_002_N1","1","22:36:36","22:42:22",
Bot55,"Roderick Sperber",normal,14,Failed,"Chemical - Part 4","Zone gazel","1","22:42:27","22:44:03",
Bot55,"Roderick Sperber",normal,14,Failed,"Tigr Safari","Zone place_peacemaker_002_N2","1","22:44:08","22:45:22",
Bot55,"Roderick Sperber",normal,14,Failed,"BP Depot","Zone fuel1","1","22:45:27","22:46:31",
Bot55,"Roderick Sperber",normal,14,Active,"BP Depot","Zone fuel3","1","22:46:36","N/A",
Bot68,"Григорий Железнов",normal,12,Failed,"Delivery From the Past","Item Secure Folder 0022","1","22:36:14","22:36:26",
Bot68,"Григорий Железнов",normal,12,Failed,"BP Depot","Zone fuel4","1","22:36:31","22:40:06",
Bot68,"Григорий Железнов",normal,12,Failed,"BP Depot","Zone fuel2","1","22:40:11","22:44:07",
Bot69,"Максим Будников",normal,38,Failed,"Big Red Rush","Big Red Rush: Objective #1","1","22:36:16","22:38:29",
Bot71,"Валентин Бычков",normal,24,Completed,"Boss Hunter","Spawn Point (-157.7 1.6 -190.8)","1","22:36:20","22:39:13",
Bot71,"Валентин Бычков",normal,24,Completed,"Boss Hunter","Spawn Point (-161.6 3.2 -126.5)","1","22:39:18","22:39:37",
Bot71,"Валентин Бычков",normal,24,Completed,"Boss Hunter","Spawn Point (-179.4 1.4 -235.0)","1","22:39:43","22:40:21",
Bot71,"Валентин Бычков",normal,24,Completed,"Boss Hunter","Spawn Point (-236.4 1.5 -235.9)","1","22:40:26","22:40:50",
Bot71,"Валентин Бычков",normal,24,Completed,"Boss Hunter","Spawn Point (-286.3 0.2 -232.6)","1","22:40:55","22:41:22",
Bot71,"Валентин Бычков",normal,24,Completed,"Boss Hunter","Spawn Point (-335.6 0.3 -159.7)","1","22:41:27","22:42:00",
Bot71,"Валентин Бычков",normal,24,Completed,"Boss Hunter","Spawn Point (-329.4 1.0 -211.1)","1","22:42:05","22:42:18",
Bot71,"Валентин Бычков",normal,24,Completed,"Boss Hunter","Spawn Point (-311.9 1.0 -125.0)","1","22:42:23","22:42:58",
Bot71,"Валентин Бычков",normal,24,Completed,"Boss Hunter","Spawn Point (-273.5 1.0 -72.1)","1","22:43:03","22:43:21",
Bot71,"Валентин Бычков",normal,24,Completed,"Boss Hunter","Spawn Point (-247.5 -0.2 -14.3)","1","22:43:26","22:43:59",
Bot71,"Валентин Бычков",normal,24,Completed,"Boss Hunter","Spawn Point (-300.6 0.0 -44.1)","1","22:44:05","22:44:36",
Bot71,"Валентин Бычков",normal,24,Completed,"Farming - Part 3","Zone place_SADOVOD_03","1","22:44:42","22:47:11",
Bot71,"Валентин Бычков",normal,24,Completed,"Farming - Part 3","Item Package of graphics cards","1","22:47:16","22:48:02",
Bot71,"Валентин Бычков",normal,24,Pending,"Informed Means Armed","Zone place_skier_11_2","1","22:48:07","N/A",
Bot76,"Давид Едемский",normal,9,Pending,"BP Depot","Zone fuel4","1","22:36:32","N/A",
Bot79,"Евдоким Митин",normal,26,Pending,"Bullshit","Item Flash drive with fake info","1","22:37:26","N/A",
Bot80,"Тимофей Кадников",normal,36,Failed,"Bullshit","Item Flash drive with fake info","1","22:37:28","22:44:49",
Bot80,"Тимофей Кадников",normal,36,Active,"Bullshit","Zone Q019_3","2","22:44:54","N/A",
Bot81,"Кирилл Степанов",normal,27,Pending,"Storage","Storage: Objective #7","1","22:37:33","N/A",
Bot82,"Осип Осолодкин",normal,36,Pending,"Boss Hunter","Spawn Point (-247.5 -0.2 -14.3)","1","22:37:44","N/A",
