Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot2,"Antony Guerrier",easy,40,Completed,"Boss Hunter","Spawn Point (-247.5 -0.2 -14.3)","1","19:14:19","19:15:16",
Bot2,"Antony Guerrier",easy,40,Completed,"Boss Hunter","Spawn Point (-273.5 1.0 -72.1)","1","19:15:21","19:15:44",
Bot2,"Antony Guerrier",easy,40,Completed,"Boss Hunter","Spawn Point (-311.9 1.0 -125.0)","1","19:15:49","19:16:25",
Bot2,"Antony Guerrier",easy,40,Completed,"Boss Hunter","Spawn Point (-335.6 0.3 -159.7)","1","19:16:30","19:18:06",
Bot2,"Antony Guerrier",easy,40,Completed,"Boss Hunter","Spawn Point (-286.3 0.2 -232.6)","1","19:18:11","19:18:29",
Bot2,"Antony Guerrier",easy,40,Completed,"Boss Hunter","Spawn Point (-179.4 1.4 -235.0)","1","19:18:34","19:19:25",
Bot2,"Antony Guerrier",easy,40,Completed,"Boss Hunter","Spawn Point (-157.7 1.6 -190.8)","1","19:19:31","19:19:54",
Bot2,"Antony Guerrier",easy,40,Completed,"Boss Hunter","Spawn Point (-161.6 3.2 -126.5)","1","19:19:59","19:20:11",
Bot2,"Antony Guerrier",easy,40,Completed,"Big Red","Big Red: Objective #3","1","19:20:16","19:20:38",
Bot2,"Antony Guerrier",easy,40,Completed,"Big Red","Big Red: Objective #2","1","19:20:43","19:24:08",
Bot2,"Antony Guerrier",easy,40,Failed,"Big Red","Big Red: Objective #5","1","19:24:13","19:24:22",
Bot2,"Antony Guerrier",easy,40,Failed,"Big Red","Big Red: Objective #4","1","19:24:27","19:26:22",
Bot2,"Antony Guerrier",easy,40,Completed,"Storage","Storage: Objective #2","1","19:26:27","19:26:46",
Bot2,"Antony Guerrier",easy,40,Completed,"Storage","Storage: Objective #1","1","19:26:51","19:26:56",
Bot2,"Antony Guerrier",easy,40,Completed,"Storage","Storage: Objective #3","1","19:27:01","19:27:11",
Bot2,"Antony Guerrier",easy,40,Completed,"Storage","Storage: Objective #4","1","19:27:16","19:27:38",
Bot2,"Antony Guerrier",easy,40,Completed,"Storage","Storage: Objective #5","1","19:27:43","19:28:01",
Bot2,"Antony Guerrier",easy,40,Completed,"Storage","Storage: Objective #6","1","19:28:07","19:28:14",
Bot2,"Antony Guerrier",easy,40,Completed,"Storage","Storage: Objective #7","1","19:28:20","19:28:31",
Bot2,"Antony Guerrier",easy,40,Completed,"Big Red","Big Red: Objective #1","1","19:28:36","19:32:25",
Bot2,"Antony Guerrier",easy,40,Failed,"South Shack by Big Red","South Shack by Big Red: Objective #1","1","19:32:30","19:37:19",
Bot3,"Giuseppe Ferrari",easy,35,Failed,"Informed Means Armed","Zone place_skier_11_2","1","19:14:19","19:36:19",
Bot4,"Dario Stowers",easy,35,Failed,"Bullshit","Item Flash drive with fake info","1","19:14:21","19:37:21",
Bot5,"Leonard Whittenburg",easy,19,Failed,"Tigr Safari","Zone place_peacemaker_002_N3","1","19:14:22","19:15:59",
Bot5,"Leonard Whittenburg",easy,19,Failed,"Tigr Safari","Zone place_peacemaker_002_N1","1","19:16:04","19:23:47",
Bot5,"Leonard Whittenburg",easy,19,Failed,"Big Customer","Zone gazel","1","19:23:52","19:26:46",
Bot5,"Leonard Whittenburg",easy,19,Completed,"Chemical - Part 1","Item Secure Folder 0013","1","19:26:51","19:27:46",
Bot5,"Leonard Whittenburg",easy,19,Failed,"Chemical - Part 4","Zone gazel","1","19:27:51","19:28:27",
Bot5,"Leonard Whittenburg",easy,19,Failed,"Out of Curiosity","Zone gazel","1","19:28:32","19:28:40",
Bot5,"Leonard Whittenburg",easy,19,Failed,"Tigr Safari","Zone place_peacemaker_002_N2","1","19:28:45","19:29:57",
Bot5,"Leonard Whittenburg",easy,19,Completed,"Cargo X - Part 2","Item Secure Folder 0013","1","19:30:02","19:32:09",
Bot5,"Leonard Whittenburg",easy,19,Completed,"Checkpoint","Checkpoint: Objective #1","1","19:32:14","19:33:07",
Bot6,"Curtis Marlatt",easy,29,Pending,"Bullshit","Item Flash drive with fake info","1","19:14:22","N/A",
Bot7,"Jae Veilleux",easy,41,Pending,"Big Red Rush","Big Red Rush: Objective #1","1","19:14:24","N/A",
Bot8,"Valentine Betts",easy,52,Pending,"Big Red Rush","Big Red Rush: Objective #1","1","19:14:25","N/A",
Bot9,"Osvaldo Capehart",easy,22,Pending,"Farming - Part 3","Zone place_SADOVOD_03","1","19:14:26","N/A",
Bot10,"Ricardo Eastep",normal,17,Completed,"The Extortionist","Zone dead_posylni","1","19:14:27","19:14:45",
Bot10,"Ricardo Eastep",normal,17,Failed,"The Extortionist","Item Secure Folder 0048","1","19:14:50","19:19:22",
Bot10,"Ricardo Eastep",normal,17,Failed,"The Extortionist","Zone vremyan_case","1","19:19:27","19:19:40",
Bot10,"Ricardo Eastep",normal,17,Failed,"Chemical - Part 4","Zone gazel","1","19:19:45","19:22:22",
Bot10,"Ricardo Eastep",normal,17,Completed,"Cargo X - Part 2","Item Secure Folder 0013","1","19:22:27","19:23:36",
Bot10,"Ricardo Eastep",normal,17,Completed,"Chemical - Part 1","Item Secure Folder 0013","1","19:23:41","19:23:49",
