Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot219,"Гордей Балакирев",hard,27,Failed,"Chumming","Zone place_skier_12_1","1","03:21:41","03:26:11",
Bot219,"Гордей Балакирев",hard,27,Failed,"Minibus","Zone place_merch_21_3","1","03:26:13","03:26:44",
Bot220,"Никита Фёдоров",hard,22,Failed,"Database - Part 1","Item OLI cargo manifests","1","03:21:42","03:27:25",
Bot221,"Валентин Черепанов",hard,15,Failed,"OLI Back Storage","OLI Back Storage: Objective #1","1","03:21:43","03:27:35",
Bot222,"Степан Солдатов",hard,18,Completed,"Big Sale","Zone place_SALE_03_KOSTIN","1","03:21:44","03:26:51",
Bot222,"Степан Солдатов",hard,18,Completed,"Big Sale","Zone place_SALE_03_TREND","1","03:26:56","03:28:45",
Bot222,"Степан Солдатов",hard,18,Failed,"Big Sale","Zone place_SALE_03_DINO","1","03:28:50","03:28:50",
Bot222,"Степан Солдатов",hard,18,Completed,"Big Sale","Zone place_SALE_03_TOPBRAND","1","03:28:55","03:29:40",
Bot222,"Степан Солдатов",hard,18,Completed,"Big Sale","Zone place_SALE_03_AVOKADO","1","03:29:46","03:30:14",
Bot222,"Степан Солдатов",hard,18,Completed,"Generic","Generic: Objective #3","1","03:30:19","03:33:24",
Bot222,"Степан Солдатов",hard,18,Completed,"Generic","Generic: Objective #1","1","03:33:29","03:33:36",
Bot222,"Степан Солдатов",hard,18,Failed,"KIBA","KIBA: Objective #1","1","03:33:41","03:36:29",
Bot223,"Вячеслав Протасов",hard,45,Failed,"The Key to Success","Item Clothes design handbook - Part 2","1","03:21:45","03:30:52",
Bot224,"Ярослав Стрекалов",hard,49,Failed,"Power Station","Power Station: Objective #2","2","03:21:46","03:30:29",
Bot225,"Максим Немцев",hard,10,Failed,"Goshan Food Spawns","Goshan Food Spawns: Objective #2","1","03:21:47","03:30:45",
