Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot93,"Валентин Воронцов",hard,43,Completed,"KIBA Alarm Panel 2","KIBA Alarm Panel 2: Objective #1","2","01:50:29","01:50:46",
Bot93,"Валентин Воронцов",hard,43,Failed,"KIBA Alarm Panel 1","KIBA Alarm Panel 1: Objective #1","1","01:50:51","01:51:25",
Bot94,"Даниил Кошелев",hard,67,Failed,"Generic","Generic: Objective #3","1","01:50:58","01:53:55",
Bot94,"Даниил Кошелев",hard,67,Completed,"Generic","Generic: Objective #2","1","01:51:30","01:52:11",
Bot94,"Даниил Кошелев",hard,67,Failed,"Generic","Generic: Objective #1","1","01:52:17","01:53:55",
Bot95,"Валерий Садыков",hard,17,Failed,"DOM","DOM: Objective #5","1","01:50:59","01:52:50",
Bot96,"Пётр Делов",hard,45,Completed,"Techlight","Techlight: Objective #1","3","01:52:16","01:55:35",
Bot96,"Пётр Делов",hard,45,Completed,"Techlight","Techlight: Objective #2","3","01:55:41","01:57:18",
Bot96,"Пётр Делов",hard,45,Failed,"OLI Logistics Area","OLI Logistics Area: Objective #2","1","01:57:23","01:57:46",
Bot96,"Пётр Делов",hard,45,Active,"OLI Logistics Area","OLI Logistics Area: Objective #4","1","01:57:51","N/A",
Bot97,"Алексей Елисеев",hard,33,Failed,"Techlight","Techlight: Objective #1","2","01:52:17","01:55:17",
Bot98,"Панкрат Куклин",hard,11,Failed,"Techlight","Techlight: Objective #1","2","01:52:18","01:55:06",
Bot99,"Прохор Трифонов",hard,12,Failed,"OLI Logistics Area","OLI Logistics Area: Objective #2","1","01:52:19","01:54:23",
Bot100,"Владимир Васильев",hard,37,Failed,"KIBA","KIBA: Objective #1","1","01:53:27","01:56:29",
Bot101,"Назар Меркулов",hard,30,Failed,"Parking Tents","Parking Tents: Objective #2","1","01:53:28","01:56:21",
Bot102,"Демьян Сучков",hard,54,Failed,"OLI NE Office","OLI NE Office: Objective #1","1","01:53:38","01:56:26",
Bot105,"Игнатий Тихонов",hard,36,Completed,"Techlight","Techlight: Objective #1","3","01:55:03","02:00:04",
Bot105,"Игнатий Тихонов",hard,36,Failed,"Techlight","Techlight: Objective #2","1","02:00:09","02:00:16",
Bot106,"Натан Царёв",hard,36,Pending,"TTS","TTS: Objective #4","1","01:55:04","N/A",
Bot107,"Георгий Водянов",hard,45,Pending,"Pharmacy","Pharmacy: Objective #1","1","01:55:05","N/A",
Bot111,"Xavier Beauford",hard,26,Active,"OLI Loading Dock","OLI Loading Dock: Objective #3","1","01:56:20","N/A",
Bot112,"Ronny Taul",hard,40,Failed,"Techlight","Techlight: Objective #2","1","01:56:21","01:59:21",
Bot114,"Эдуард Павленко",hard,17,Failed,"OLI East Bathrooms","OLI East Bathrooms: Objective #1","1","01:57:38","01:57:43",
Bot115,"Захар Ивашов",hard,41,Failed,"Safe Room Area","Safe Room Area: Objective #2","1","01:57:39","01:58:10",
Bot115,"Захар Ивашов",hard,41,Failed,"Safe Room Area","Safe Room Area: Objective #1","1","01:58:16","01:58:26",
Bot115,"Захар Ивашов",hard,41,Failed,"DOM","DOM: Objective #5","1","01:58:31","02:00:03",
Bot116,"Максим Никифоров",hard,25,Active,"Goshan South Office","Goshan South Office: Objective #1","1","01:57:41","N/A",
Bot121,"Bertram Ester",hard,17,Failed,"ULTRA Medical Storage","ULTRA Medical Storage: Objective #1","1","01:58:51","01:59:01",
Bot122,"Latyn Corcoran",hard,32,Failed,"DOM","DOM: Objective #5","1","01:58:53","01:59:39",
