Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot4,"Вадим Равенов",normal,25,Completed,"The Hermit","Zone qlight_hunt_fr_find","1","21:37:55","21:39:17",
Bot4,"Вадим Равенов",normal,25,Completed,"The Hermit","Item Sealed letter","1","21:39:22","21:39:28",
Bot4,"Вадим Равенов",normal,25,Completed,"Easy Job - Part 1","Zone qlight_pr1_heli1_mark","1","21:39:33","21:42:38",
Bot4,"Вадим Равенов",normal,25,Failed,"Make Amends","Item Secure Flash drive V3","1","21:42:43","21:44:51",
Bot5,"Емельян Иволгин",normal,35,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_2","1","21:37:56","21:45:13",
Bot6,"Святослав Галёркин",normal,19,Completed,"Easy Job - Part 1","Zone qlight_pr1_heli1_mark","1","21:38:00","21:57:20",
Bot6,"Святослав Галёркин",normal,19,Completed,"Easy Job - Part 1","Zone qlight_pr1_heli1_find","1","21:57:25","21:57:49",
Bot6,"Святослав Галёркин",normal,19,Completed,"USEC Camp Building 1","USEC Camp Building 1: Objective #2","1","21:57:54","21:59:04",
Bot6,"Святослав Галёркин",normal,19,Failed,"USEC Camp Building 1","USEC Camp Building 1: Objective #5","1","21:59:09","22:11:56",
Bot7,"Елисей Ельцов",normal,40,Completed,"The Hermit","Zone qlight_hunt_fr_find","1","21:38:10","21:47:35",
Bot7,"Елисей Ельцов",normal,40,Completed,"The Hermit","Item Sealed letter","1","21:47:40","21:47:49",
Bot7,"Елисей Ельцов",normal,40,Completed,"Key to the Tower","Item Radio transmitter body","1","21:47:54","21:49:56",
Bot7,"Елисей Ельцов",normal,40,Failed,"Energy Crisis","Zone qlight_fuel_blood_bezovoz3","1","21:50:01","21:50:26",
Bot8,"Murray Wedding",normal,25,Failed,"Long Road South Car","Long Road South Car: Objective #1","1","21:38:18","21:39:01",
Bot8,"Murray Wedding",normal,25,Failed,"Cargo X - Part 4","Zone qlight16_peace_terra","1","21:39:06","21:39:31",
Bot8,"Murray Wedding",normal,25,Failed,"Chalet Remote Building","Chalet Remote Building: Objective #1","1","21:39:36","21:39:43",
Bot8,"Murray Wedding",normal,25,Failed,"Helicopter Crash","Helicopter Crash: Objective #1","1","21:39:48","21:39:54",
Bot8,"Murray Wedding",normal,25,Completed,"Revision - Lighthouse","Zone qlight_mark_vech3","1","21:39:59","21:41:56",
Bot8,"Murray Wedding",normal,25,Failed,"Revision - Lighthouse","Zone qlight_mark_vech4","1","21:42:01","21:45:33",
Bot8,"Murray Wedding",normal,25,Failed,"Revision - Lighthouse","Zone qlight_mark_vech1","1","21:45:38","21:45:42",
Bot8,"Murray Wedding",normal,25,Failed,"Revision - Lighthouse","Zone qlight_mark_vech2","1","21:45:48","21:46:24",
Bot9,"Ezequiel Sandberg",normal,12,Failed,"Chalet Outdoor Area","Chalet Outdoor Area: Objective #3","1","21:38:21","21:46:53",
Bot25,"Will Kress",normal,44,Completed,"Long Road Bus Crash","Long Road Bus Crash: Objective #1","1","21:38:47","21:40:07",
Bot25,"Will Kress",normal,44,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_4","1","21:40:12","21:40:51",
Bot25,"Will Kress",normal,44,Completed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_3","1","21:40:56","21:42:12",
Bot25,"Will Kress",normal,44,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_2","1","21:42:17","21:45:45",
Bot29,"Colin Berthiaume",normal,22,Completed,"Chalet Remote Building","Chalet Remote Building: Objective #1","1","21:39:00","21:52:19",
Bot29,"Colin Berthiaume",normal,22,Failed,"Revision - Lighthouse","Zone qlight_mark_vech4","1","21:52:24","21:53:06",
Bot33,"Abdul Sheffield",normal,37,Failed,"Missing Cargo","Zone qlight_find_crushed_heli","1","21:39:13","21:45:05",
