Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot170,"Кондратий Рюриков",hard,51,Failed,"Weapons Testing Area Room","Weapons Testing Area Room: Objective #1","1","22:11:32","22:12:05",
Bot171,"Прохор Кариев",hard,39,Completed,"Following the Bread Crumbs","Zone quest_zone_keeper7_saferoom","1","22:11:34","22:15:45",
Bot171,"Прохор Кариев",hard,39,Failed,"Following the Bread Crumbs","Item Secured tape","1","22:15:50","22:16:52",
Bot172,"Василий Ермолаев",hard,60,Failed,"Rec Area 2nd Floor Patrol","Rec Area 2nd Floor Patrol: Objective #5","1","22:11:36","22:11:58",
Bot173,"Antony Aguayo",hard,39,Failed,"Conference Room","Conference Room: Objective #4","1","22:12:36","22:16:30",
Bot174,"Andre Siegrist",hard,36,Failed,"Main Working Area West","Main Working Area West: Objective #2","1","22:12:37","22:17:19",
Bot175,"Alfred Graff",hard,43,Failed,"Manager's Office","Manager's Office: Objective #1","1","22:13:08","22:13:43",
Bot175,"Alfred Graff",hard,43,Failed,"Conference Room","Conference Room: Objective #1","1","22:13:49","22:13:59",
Bot176,"Ярослав Дульцев",hard,70,Failed,"Security Office","Security Office: Objective #2","1","22:14:16","22:17:33",
Bot177,"Альберт Стрекалов",hard,53,Failed,"Weapons Testing Area Room","Weapons Testing Area Room: Objective #1","1","22:14:16","22:14:26",
Bot177,"Альберт Стрекалов",hard,53,Completed,"Cafeteria","Cafeteria: Objective #2","1","22:18:29","22:20:57",
Bot177,"Альберт Стрекалов",hard,53,Completed,"Cafeteria","Cafeteria: Objective #1","1","22:21:02","22:21:33",
Bot177,"Альберт Стрекалов",hard,53,Completed,"Cafeteria","Cafeteria: Objective #3","1","22:21:38","22:22:25",
Bot177,"Альберт Стрекалов",hard,53,Completed,"Gym","Gym: Objective #1","1","22:22:30","22:22:47",
Bot177,"Альберт Стрекалов",hard,53,Failed,"Parking Gate Controls","Parking Gate Controls: Objective #1","1","22:22:52","22:23:52",
Bot178,"Валерий Токарев",hard,43,Failed,"Conference Room","Conference Room: Objective #3","1","22:14:18","22:18:29",
Bot179,"Данила Апалков",hard,45,Failed,"Security Office","Security Office: Objective #2","1","22:14:19","22:17:06",
Bot180,"Devin Hulbert",hard,40,Failed,"Rec Area 2nd Floor Patrol","Rec Area 2nd Floor Patrol: Objective #1","1","22:14:22","22:14:50",
Bot181,"Вениамин Моренов",hard,56,Pending,"Conference Room","Conference Room: Objective #3","1","22:14:24","N/A",
Bot182,"Luther Sartori",hard,51,Failed,"Security Office","Security Office: Objective #1","1","22:14:30","22:16:30",
Bot187,"Elden Kula",hard,36,Failed,"Security Office","Security Office: Objective #1","1","22:16:54","22:17:25",
Bot188,"Савелий Кандинский",hard,54,Failed,"Black Room","Black Room: Objective #2","1","22:16:55","22:16:55",
Bot188,"Савелий Кандинский",hard,54,Failed,"Black Room","Black Room: Objective #1","1","22:17:01","22:17:24",
Bot188,"Савелий Кандинский",hard,54,Completed,"Black Room","Black Room: Objective #3","1","22:17:30","22:18:42",
Bot188,"Савелий Кандинский",hard,54,Failed,"Sanitar's Room","Sanitar's Room: Objective #1","1","22:18:47","22:19:03",
Bot188,"Савелий Кандинский",hard,54,Completed,"Main Working Area East","Main Working Area East: Objective #3","1","22:19:08","22:19:57",
Bot188,"Савелий Кандинский",hard,54,Completed,"Main Working Area East","Main Working Area East: Objective #2","1","22:20:02","22:21:21",
Bot188,"Савелий Кандинский",hard,54,Completed,"Main Working Area East","Main Working Area East: Objective #1","1","22:21:26","22:21:31",
Bot188,"Савелий Кандинский",hard,54,Completed,"Board Room","Board Room: Objective #2","1","22:21:37","22:21:46",
Bot188,"Савелий Кандинский",hard,54,Completed,"Board Room","Board Room: Objective #1","1","22:21:51","22:21:59",
Bot188,"Савелий Кандинский",hard,54,Completed,"Main Work Area 2nd Floor Patrol","Main Work Area 2nd Floor Patrol: Objective #1","2","22:22:04","22:22:40",
Bot188,"Савелий Кандинский",hard,54,Completed,"Main Work Area 2nd Floor Patrol","Main Work Area 2nd Floor Patrol: Objective #2","2","22:22:41","22:23:18",
Bot188,"Савелий Кандинский",hard,54,Failed,"Main Work Area 2nd Floor Patrol","Main Work Area 2nd Floor Patrol: Objective #3","2","22:23:19","22:25:02",
Bot189,"Connor Elson",hard,43,Failed,"Admin Office","Admin Office: Objective #2","1","22:17:28","22:19:12",
Bot190,"Domingo Meeker",hard,38,Failed,"Conference Room","Conference Room: Objective #4","1","22:17:30","22:19:26",
Bot191,"Аркадий Ёжин",hard,63,Failed,"Blue Room","Blue Room: Objective #1","1","22:17:30","22:17:50",
Bot191,"Аркадий Ёжин",hard,63,Completed,"Blue Room","Blue Room: Objective #2","1","22:17:55","22:27:52",
Bot191,"Аркадий Ёжин",hard,63,Active,"Blue Room Entry","Blue Room Entry: Objective #1","1","22:27:57","N/A",
Bot192,"Аскольд Чайковский",hard,38,Failed,"Negotiation Room","Negotiation Room: Objective #2","1","22:17:30","22:22:28",
Bot193,"Art Baltz",hard,68,Completed,"Main Working Area West","Main Working Area West: Objective #4","1","22:19:14","22:19:59",
Bot193,"Art Baltz",hard,68,Failed,"Main Working Area West","Main Working Area West: Objective #5","1","22:20:04","22:20:34",
Bot194,"Савва Баженов",hard,48,Failed,"Red Room","Red Room: Objective #1","1","22:19:15","22:19:16",
Bot194,"Савва Баженов",hard,48,Completed,"Conference Room","Conference Room: Objective #2","1","22:19:22","22:22:48",
Bot194,"Савва Баженов",hard,48,Completed,"Conference Room","Conference Room: Objective #4","1","22:22:53","22:23:16",
Bot194,"Савва Баженов",hard,48,Failed,"Conference Room","Conference Room: Objective #1","1","22:23:21","22:23:56",
Bot195,"Terrence Curtsinger",hard,38,Failed,"Main Work Area 2nd Floor Patrol","Main Work Area 2nd Floor Patrol: Objective #6","1","22:19:47","22:20:05",
Bot196,"Пётр Потёмкин",hard,47,Active,"Security Office","Security Office: Objective #1","1","22:21:26","N/A",
Bot197,"Артур Хомколов",hard,58,Failed,"Red Room","Red Room: Objective #1","1","22:21:28","22:21:30",
Bot197,"Артур Хомколов",hard,58,Failed,"Conference Room","Conference Room: Objective #4","1","22:21:35","22:27:20",
Bot198,"Maynard Moorhead",hard,58,Failed,"Red Room","Red Room: Objective #1","1","22:23:59","22:26:09",
Bot198,"Maynard Moorhead",hard,58,Failed,"Violet Room","Violet Room: Objective #1","1","22:26:14","22:27:46",
Bot199,"Edwin Mettler",hard,67,Failed,"Conference Room","Conference Room: Objective #4","1","22:24:40","22:26:48",
Bot200,"Numbers Eckhart",hard,51,Failed,"Security Office","Security Office: Objective #1","1","22:24:43","22:25:29",
Bot201,"Кузьма Логиновский",hard,55,Failed,"Manager's Office","Manager's Office: Objective #1","1","22:25:10","22:25:28",
Bot201,"Кузьма Логиновский",hard,55,Completed,"Server Room","Server Room: Objective #4","1","22:25:33","22:25:45",
Bot201,"Кузьма Логиновский",hard,55,Completed,"Server Room","Server Room: Objective #3","1","22:25:50","22:26:20",
Bot201,"Кузьма Логиновский",hard,55,Completed,"Server Room","Server Room: Objective #5","1","22:26:26","22:26:59",
Bot201,"Кузьма Логиновский",hard,55,Completed,"Server Room","Server Room: Objective #2","1","22:27:04","22:27:32",
Bot201,"Кузьма Логиновский",hard,55,Active,"Server Room","Server Room: Objective #1","1","22:27:37","N/A",
Bot202,"Phillip Prime",hard,64,Failed,"Red Room","Red Room: Objective #1","1","22:26:19","22:26:20",
Bot202,"Phillip Prime",hard,64,Completed,"Security Office","Security Office: Objective #2","1","22:26:25","22:28:05",
Bot203,"Columbus Pontius",hard,55,Failed,"Manager's Office","Manager's Office: Objective #1","1","22:26:20","22:26:41",
Bot203,"Columbus Pontius",hard,55,Completed,"Board Room","Board Room: Objective #1","1","22:26:46","22:27:49",
Bot203,"Columbus Pontius",hard,55,Completed,"Main Working Area West","Main Working Area West: Objective #5","1","22:27:54","22:28:06",
